token	tag	lemma	macron	source
ἁγνόν	a-s---ma-	ἁγνός		
ἁγνὸν	a-s---na-	ἁγνός		barytone
ἁγνὸν	a-s---ma-	ἁγνός		barytone
ἁγνὸν	a-s---nn-	ἁγνός		barytone
ἁγνὸν	a-s---nv-	ἁγνός		barytone
ἁγνός	a-s---mn-	ἁγνός		
ἁγνὸς	a-s---mn-	ἁγνός		barytone
ἁγνοῦ	a-s---ng-	ἁγνός		
ἁγνοῦ	a-s---mg-	ἁγνός		
ἁγνῷ	a-s---md-	ἁγνός		
ἁγνῶν	a-p---ng-	ἁγνός		
ἄγνυται	v3spie---	ἄγνυμαι	^1^4	wiktionary
ἀγνῶθ’	a-s---ma-	ἀγνῶθ		
ἀγνωμοσύναν	n-s---fa-	ἀγνωμοσύνα		
ἀγνωμοσύνην	n-s---fa-	ἀγνωμοσύνη		
ἀγνώμονα	a-p---na-	ἀγνώμων	^8	breve_ultima
ἀγνώμονες	a-p---mn-	ἀγνώμων		
ἀγνώς	d--------	ἀγνώς	^1	wiktionary
ἀγνώς	a-s---mn-	ἀγνώς	^1	wiktionary
ἀγνὼς	a-s---mn-	ἀγνὼς	^1	barytone
ἀγνὼς	d--------	ἀγνὼς	^1	barytone
ἀγνωσίαι	n-p---fd-	ἀγνωσία	^6	wiktionary
ἀγνωσίαι	n-p---fn-	ἀγνωσία	^6	wiktionary
ἄγνωστον	a-s---fa-	ἄγνωστος		
ἄγνωστος	a-s---mn-	ἄγνωστος		
ἄγνωτα	a-p---na-	ἄγνωστος	^6	wiktionary
ἀγνῶτ’	n-s---ma-	ἀγνῶτ		
ἀγνῶτ’	a-s---ma-	ἀγνῶτ		
ἀγνῶτα	a-s---fa-	ἀγνῶτα	^6	wiktionary
ἀγνῶτος	a-s---mn-	ἀγνῶτος		
ἀγοί	v3spoa---	ἀγοί		
ἀγοὶ	v3spoa---	ἀγοὶ		barytone
ἄγοιἐκφυγειν	v--ana---	ἄγοιἐκφεύγω		
ἄγοιμ’	v1spoa---	ἄγοιμ		
ἄγοιντο	v3ppoe---	ἄγοιντο	^1	wiktionary
Ἄγοιτ’	v2ppoa---	Ἄγοιτ		
ἄγου	v2spme---	ἄγομαι	^1	wiktionary
ἀγόμαν	v1siie---	ἀγόμαν		
ἀγόμαν	v1siia---	ἀγόμαν		
ἀγόμεθα	v1ppie---	ἀγόμεθα	^1^7	wiktionary
ἀγόμεθα	v1piie---	ἀγόμεθα	^1^7	wiktionary
ἀγόν	v-sppann-	ἀγόν		
ἀγόν	v3piia---	ἀγόν		
ἀγὸν	v3piia---	ἀγὸν		barytone
ἀγόνοις	n-p---md-	ἀγόνος		
ἄγονον	a-s---nv-	ἄγονος	^1	hypotactic
ἄγονον	a-s---ma-	ἄγονος	^1	hypotactic
ἄγοντ’	v-sppama-	ἄγοντ		
ἀγόντων	v-pppamg-	ἀγόντων	^1	wiktionary
ἄγοος	a-s---mn-	ἄγοος	^1	hypotactic
ἀγορά	n-s---fn-	ἀγορά	_5	wiktionary
ἀγορὰ	n-s---fn-	ἀγορά	_5	barytone
ἀγορᾷ	n-s---fd-	ἀγορά	^1_5	ifthimos
ἀγοραί	n-p---fn-	ἀγορά	^1	wiktionary
ἀγοραὶ	n-p---fn-	ἀγορά	^1	hypotactic,barytone
ἀγοραῖσι	n-p---fd-	ἀγορά	^8	breve_ultima
ἀγοράν	n-s---fa-	ἀγορά	^1_5	wiktionary
Ἀγοράν	n-s---fa-	ἀγορά		
Ἀγορὰν	n-s---fa-	ἀγορά		barytone
ἀγορᾶς	n-s---fg-	ἀγορά	^1_5	ifthimos
ἀγοραῖος	a-s---mn-	ἀγοραῖος	^1	wiktionary
ἀγοραίου	a-s---mg-	ἀγοραῖος	^1	wiktionary
ἀγοραίων	a-p---mg-	ἀγοραῖος	^1	wiktionary
ἀγορεύω	v1spia---	ἀγορεύω	^1	wiktionary
ἄγορον	n-s---ma-	ἄγορος		
ἀγόρους	n-p---ma-	ἀγόρους		
ἀγόρους	n-p---fa-	ἀγόρους		
ἄγος	n-s---nn-	ἄγος	^1	wiktionary
ἄγος	n-s---na-	ἄγος	^1	wiktionary
ἄγουσ’	v-sppafn-	ἄγουσ		
ἄγρα	n-s---fn-	ἄγρα	^1_4	lsj
ἄγραις	n-p---fd-	ἄγρα		
ἄγραν	n-s---fa-	ἄγρα		
ἄγρας	n-p---fa-	ἄγρα	_4	ifthimos
ἄγρας	n-s---fg-	ἄγρα	_4	ifthimos
ἄγραν	n-s---fa-	ἄγραν		
ἄγραπτα	a-p---na-	ἄγραπτος	^7	breve_ultima
ἄγραι	n-p---fn-	ἄγρας		
ἄγρας	u--------	ἄγρας	_4	ifthimos
ἀγραύλοις	a-p---nd-	ἀγραῦλος		
ἄγραυλος	a-s---mn-	ἄγραυλος		
ἀγραύλου	a-s---mg-	ἄγραυλος		
ἀγραύλους	a-p---fa-	ἀγραύλους		
ἀγρέται	v3spie---	ἀγρέται		
ἀγρεύμασι	n-p---nd-	ἀγρεύμα	^9	breve_ultima
ἀγρεύμασιν	n-p---nd-	ἀγρεύμα	^9	breve_ultima
ἀγρεύματος	n-s---ng-	ἀγρεύμα		
ἄγρευμα	n-s---nn-	ἄγρευμα	^7	breve_ultima
ἀγρευμάτων	n-p---ng-	ἀγρευμάτων		
ἀγρεύς	v2spia---	ἀγρεύς		
ἀγρευτάν	n-s---ma-	ἀγρευτάν	_7	ifthimos
ἀγρευτὰν	n-s---ma-	ἀγρευτὰν	_7	ifthimos,barytone
ἀγρεύειν	v--pna---	ἀγρεύω		
ἀγρεύων	v-sppamn-	ἀγρεύω		
ἀγρεῖ	v3spia---	ἀγρέω		
ἀγρίας	u--------	ἀγρίας	^4_5	wiktionary
ἀγρίοις	a-p---nd-	ἀγρίοις	^4	wiktionary
ἀγριωτέραν	a-s---fac	ἀγριός		
ἀγρίαι	a-p---fn-	ἀγρίος		
ἀγρίῳ	a-s---nd-	ἀγρῖος	^4	wiktionary
ἀγρία	a-s---fn-	ἄγριος	^4_5	wiktionary
ἄγρια	a-p---na-	ἄγριος	^4^5	wiktionary
ἀγρίαις	a-p---fd-	ἄγριος	^4	wiktionary
ἀγρίαν	a-s---fa-	ἄγριος	^4_5	wiktionary
ἀγρίας	a-s---fg-	ἄγριος	^4_5	wiktionary
ἀγρίας	a-p---fa-	ἄγριος	^4_5	wiktionary
ἄγριον	a-s---na-	ἄγριος	^4	wiktionary
ἄγριον	a-s---ma-	ἄγριος	^4	wiktionary
ἄγριος	a-s---mn-	ἄγριος	^4	wiktionary
ἀγρίου	a-s---mg-	ἄγριος	^4	wiktionary
ἀγρίου	a-s---ng-	ἄγριος	^4	wiktionary
ἀγρίων	a-p---mg-	ἄγριος	^4	wiktionary
ἀγρίων	a-p---ng-	ἄγριος	^4	wiktionary
ἀγρίους	a-p---ma-	ἀγρίους	^4	wiktionary
ἀγριωπόν	a-s---na-	ἀγριωπὸς		
ἀγριωπὸν	a-s---na-	ἀγριωπὸς		barytone
ἀγρίως	d--------	ἀγρίως	^4	wiktionary
ἀγριωτάτη	a-s---fns	ἀγριωτάτη		
ἀγροβάτας	a-s---mn-	ἀγροβάτας	_8	ifthimos
ἀγρόθεν	d--------	ἀγρόθεν		
ἀγρονόμοις	a-p---fd-	ἀγρονόμο		
ἀγρόνομοι	a-p---fn-	ἀγρόνομος		
ἀγρονόμων	a-p---mg-	ἀγρονόμων		
ἀγροῖς	n-p---md-	ἀγρός	^1	wiktionary
ἀγροῖσι	n-p---md-	ἀγρός	^7	breve_ultima
ἀγρόν	n-s---ma-	ἀγρός	^1	wiktionary
ἀγρὸν	n-s---ma-	ἀγρός	^1	barytone
ἀγρούς	n-p---ma-	ἀγρός	^1	wiktionary
ἀγροὺς	n-p---ma-	ἀγρός	^1	barytone
ἀγρῶν	n-p---mg-	ἀγρός	^1	wiktionary
ἀγρότειραν	v--pna---	ἀγρότειραν	^9	breve_ultima
ἀγροτῆρι	a-s----d-	ἀγροτῆρι	^8	breve_ultima
ἀγρότας	n-p---ma-	ἀγρότης	_6	wiktionary
ἄγρυπνον	a-s---nn-	ἄγρυπνος	^4	wiktionary
ἄγρυπνος	a-s---mn-	ἄγρυπνος	^4	wiktionary
ἀγρωστᾶν	a-s---fa-	ἀγρωστᾶν	_7	ifthimos
ἀγρώστας	a-p---fa-	ἀγρώστη	_7	ifthimos
ἀγρώσταις	n-p---md-	ἀγρώστης		
ἅγνισμα	n-s---na-	ἅγς	^7	breve_ultima
ἄγ’	d--------	ἄγτε	^1	wiktionary
ἀγυιάτιδες	a-p---fn-	ἀγυι		
ἀγυιαί	n-p---fn-	ἀγυιά		
ἀγυιαὶ	n-p---fn-	ἀγυιά		barytone
ἀγυιάς	n-p---fa-	ἀγυιά	_5	wiktionary
ἀγυιαῖς	n-p---fd-	ἀγυιαῖς	^1	hypotactic
ἀγυιάς	n-p---fa-	ἀγυιάς	_5	wiktionary
ἀγυιᾶτ’	v2piia---	ἀγυιᾶτ	_5	ifthimos
Ἀγυιεῦ	n-s---mv-	Ἀγυιεύς		
ἀγυιάς	n-p---fa-	ἀγυιός	_5	wiktionary
ἀγυιὰς	n-p---fa-	ἀγυιός	_5	ifthimos,barytone
ἀγύμναστον	a-s---ma-	ἀγύμναστος		
ἀγύμναστος	a-s---mn-	ἀγύμναστος		
ἄγυρις	n-s---fn-	ἄγυρις	^1^3^5	lsj,breve_ultima
ἀγύρτης	n-s---mn-	ἀγύρτης	^3	wiktionary
ἀγύρτης	a-s---fn-	ἀγύρτης	^3	wiktionary
ἀγύρτρια	a-s---fn-	ἀγύρτριος	^3^8	wiktionary,breve_ultima
Ἀγχάρην	n-s---fa-	Ἀγχάρη		
ἄγχι	r--------	ἄγχι	^4	wiktionary
ἀγχιάλου	a-s---fg-	ἀγχίαλος	^4^5	hypotactic
ἀγχιάλους	n-p---fa-	ἀγχιάλους	^4^5	hypotactic
ἀγχιάλων	a-p---ng-	ἀγχιάλων	^4^5	hypotactic
ἀγχιγείτων	a-p---mg-	ἀγχιγείτων		
ἀγχίπλουν	a-s---ma-	ἀγχίπλουν		
ἀγχίπολις	a-s---mn-	ἀγχίπολις	^8	breve_ultima
ἀγχίπτολις	a-s---fn-	ἀγχίπτολις	^9	breve_ultima
ἀγχιστεῖα	n-p---na-	ἀγχιστεία	^9	breve_ultima
ἀγχιστεύουσαν	v-sppafa-	ἀγχιστεύω	^12	breve_ultima
ἀγχιστῆρα	n-s---ma-	ἀγχιστήρ	^9	breve_ultima
ἄγχιστα	a-p---na-	ἄγχιστος	^7	wiktionary
ἄγχιστον	a-s---nn-	ἄγχιστος		
ἄγχιστον	a-s---mas	ἄγχιστος		
ἄγχιστον	a-s---ma-	ἄγχιστος		
ἄγχιστος	a-s---mn-	ἄγχιστος		
ἀγχιτέρμων	a-p---mg-	ἀγχιτέρμων		
ἀγχόναισιν	n-p---fd-	ἀγχόναις	^9	breve_ultima
ἀγχόναι	n-p---fn-	ἀγχόνη		
ἀγχόναις	n-p---fd-	ἀγχόνη		
ἀγχόνας	n-p---fa-	ἀγχόνη	_6	wiktionary
ἀγχόνης	n-s---fg-	ἀγχόνη		
ἀγχόνης	n-s---fg-	ἀγχόνης		
ἀγχόνιον	a-s---ma-	ἀγχόνιος		
Ἀγχοῦ	d--------	ἀγχοῦ		
ἀγῶν’	n-s---ma-	ἀγῶ		
ἄγαγε	v3saia---	ἄγω	^1^3	wiktionary
Ἄγαγε	v2sama---	ἄγω		
ἀγαγεῖν	v--ana---	ἄγω	^1^3	wiktionary
ἄγαγεν	v3saia---	ἄγω	^1^3	hypotactic
ἀγαγών	v-sapamn-	ἄγω	^1^3	wiktionary
ἀγαγὼν	v-sapamn-	ἄγω	^1^3	hypotactic,barytone
ἄγε	v2spma---	ἄγω	^1	wiktionary
ἄγε	v3siia---	ἄγω	^1	wiktionary
Ἄγε	v3siia---	ἄγω		
ἄγει	v3spia---	ἄγω	^1	wiktionary
ἄγειν	v--pna---	ἄγω	^1	wiktionary
ἄγεις	v2spia---	ἄγω	^1	wiktionary
Ἄγεις	v2spia---	ἄγω		
ἄγεσθαι	v--pne---	ἄγω	^1	wiktionary
ἄγεται	v3spie---	ἄγω	^1	wiktionary
ἄγετε	v2ppma---	ἄγω	^1	wiktionary
ἄγῃς	v2spsa---	ἄγω	^1	wiktionary
ἄγοι	v3spoa---	ἄγω	^1	wiktionary
ἄγοιμι	v1spoa---	ἄγω	^1^6	wiktionary
ἄγοις	v2spoa---	ἄγω	^1	wiktionary
ἄγομαι	v1spie---	ἄγω	^1	wiktionary
ἄγομεν	v1ppia---	ἄγω	^1	wiktionary
ἀγομέναν	v-sppefa-	ἄγω		
ἀγόμενοι	v-pppemn-	ἄγω		
ἀγόμενον	v-sppema-	ἄγω	^1	wiktionary
ἀγόμενος	v-sppemn-	ἄγω	^1	wiktionary
ἄγον	v-sppama-	ἄγω	^1	wiktionary
ἄγοντα	v-sppama-	ἄγω	^6	breve_ultima
ἄγοντας	v-pppama-	ἄγω	^6	breve_ultima
ἄγοντες	v-pppamn-	ἄγω		
ἄγουσα	v-sppafn-	ἄγω	^1^6	wiktionary
ἄγουσαν	v-sppafa-	ἄγω	^1^6	hypotactic,breve_ultima
ἄγουσι	v3ppia---	ἄγω	^1^6	wiktionary
ἄγουσιν	v3ppia---	ἄγω	^6	breve_ultima
ἄγουσιν	v-pppamd-	ἄγω	^6	breve_ultima
ἄγω	v1spsa---	ἄγω	^1	wiktionary
ἄγω	v1spia---	ἄγω	^1	wiktionary
ἄγωμεν	v1ppsa---	ἄγω	^1	wiktionary
ἄγων	v-sppamn-	ἄγω	^1	wiktionary
Ἄγων	v-sppamn-	ἄγω		
ἄξει	v3sfia---	ἄγω	^1	wiktionary
Ἄξει	v3sfia---	ἄγω		
ἄξειν	v--fna---	ἄγω	^1	wiktionary
ἄξεις	v2sfia---	ἄγω	^1	wiktionary
ἄξεσθαι	v--anm---	ἄγω	^1	wiktionary
ἄξεται	v3sfim---	ἄγω	^1	wiktionary
ἄξομεν	v1pfia---	ἄγω	^1	wiktionary
ἄξομεν	v1pasa---	ἄγω	^1	wiktionary
ἄξω	v1sfia---	ἄγω	^1	wiktionary
ἄξω’	v1sfia---	ἄγω		
ἄξων	v-sfpamn-	ἄγω	^1	wiktionary
ἄξων	v-sapamn-	ἄγω	^1	wiktionary
ἄχθη	v3saip---	ἄγω		
ἤγαγεν	v3saia---	ἄγω	^3	hypotactic
ἤγαγον	v3paia---	ἄγω	^3	wiktionary
ἤγαγον	v1saia---	ἄγω	^3	wiktionary
ἁγών	v-sppamn-	ἁγὼ		
ἁγὼν	v-sppamn-	ἁγὼ		barytone
ἅγωγ’	d--------	ἅγωγ		
ἀγωγῆς	n-s---fg-	ἀγωγή		
ἀγωγός	a-s---fn-	ἀγωγός	^1	wiktionary
ἀγών	v-sppamn-	ἀγών	^1	wiktionary
ἀγών	n-s---mn-	ἀγών	^1	wiktionary
ἀγὼν	n-s---mn-	ἀγών	^1	hypotactic,barytone
ἀγὼν	v-sppamn-	ἀγών	^1	hypotactic,barytone
ἁγών	v-sppamn-	ἀγών		
ἁγών	n-s---mn-	ἀγών		
ἀγῶνα	n-s---ma-	ἀγών	^1^5	wiktionary
ἀγῶνας	n-p---ma-	ἀγών	^1^5	wiktionary
ἀγῶνες	n-p---mn-	ἀγών	^1	wiktionary
ἀγῶνος	n-s---mg-	ἀγών	^1	wiktionary
ἀγώνων	n-p---mg-	ἀγών	^1	wiktionary
ἀγῶσιν	n-p---md-	ἀγών	^1^5	wiktionary
ἀγῶν’	n-s---ma-	ἀγῶν		
ἄγων	v-sppamn-	ἄγων	^1	wiktionary
ἁγών	v-sppamn-	ἁγών		
ἀγῶν’	n-s---ma-	ἀγῶν’		
ἀγωνάρχαι	n-p---mn-	ἀγωνάρχης		
ἀγῶνες	n-p---mn-	ἀγῶνες	^1	wiktionary
ἀγωνία	n-s---fn-	ἀγωνία	_6	wiktionary
ἀγωνία	u--------	ἀγωνία	_6	wiktionary
ἀγωνίας	n-p---fa-	ἀγωνία	^1^5_6	hypotactic
ἠγωνίσαντο	v3paim---	ἀγωνίζομαι	^5^7	wiktionary
ἀγωνιῆι	v3spoa---	ἀγωνιῆι		
ἀγωνιῆι	v3spoa---	ἀγωνιῆιμι		
ἀγωνίοις	a-p---md-	ἀγωνίοις		
ἀγωνίῳ	a-p---nac	ἀγωνίος		
ἀγωνίους	a-p---ma-	ἀγωνῖος		
ἀγωνίων	a-p---mg-	ἀγώνιος		
Ἀγώνιος	a-s---mn-	Ἀγώνιος		
ἀγωνιούμεθα	v1ppse---	ἀγωνιούμεθα	^5^11	wiktionary
ἀγωνιούμενος	v-sppemn-	ἀγωνιόω	^5	wiktionary
ἀγώνισμ’	n-s---nn-	ἀγώνισμ		
ἀγωνισταί	n-p---mn-	ἀγωνιστής	^1^5	wiktionary
ἀγωνισταὶ	n-p---mn-	ἀγωνιστής	^1^5	barytone
ἀγώνων	u--------	ἀγώνων	^1	wiktionary
ἀγῶν’	n-s---ma-	ἀγῶς		
ἄγωσι	v3ppsa---	ἄγωσί	^1^5	wiktionary
ἅδ’	p-s---fn-	ἅδ		
ἅδ’	d--------	ἅδ		
ἀδαής	a-s---mn-	ἀδαής	^3	wiktionary
ἀδαὴς	a-s---mn-	ἀδαής	^3	barytone
ἄδαιτον	a-s---fa-	ἄδαιτος		
ἀδακρύτων	a-s---ma-	ἀδακρύ		
ἄδακρυν	a-s---fa-	ἄδακρυς	^1^6	hypotactic,breve_ultima
ἄδακρυς	a-s---mn-	ἄδακρυς	^6	lsj
ἀδάκρυτον	a-s---ma-	ἀδάκρυτος		
ἀδάκρυτος	a-s---fn-	ἀδάκρυτος	^1_6	hypotactic
ἀδαμαντίνου	a-s---ng-	ἀδαμαντίνου	^1^3^8	hypotactic
ἀδαμαντίνων	a-p---mg-	ἀδαμαντίνων	^1^3^8	hypotactic
ἀδαμαντοδέτοισι	a-p---fd-	ἀδαμαντοδέτοισι	^1^3^15	hypotactic
ἀδάματ’	a-p---na-	ἀδάματ		
ἀδάματον	a-s---ma-	ἀδάματος		
ἀδάματον	a-s---na-	ἀδάματος		
ἀδάματον	a-s---fa-	ἀδάματος		
ἀδάματον	a-s---nn-	ἀδάματος		
ἀδάματος	a-s---mn-	ἀδάματος	^5	lsj
ἀδάματος	a-s---fn-	ἀδάματος	^5	lsj
ἀδαπάνως	d--------	ἀδαπάνως	^1^3^5	wiktionary
Ἅιδαν	n-s---ma-	ᾍδας		
Ἅιδας	n-s---mn-	ᾍδας		
Ἅιδας	n-s---mg-	ᾍδας		
ἄδαστα	a-p---na-	ἄδαστος	^6	breve_ultima
ἁδέξω	v1sfia---	ἁδέγω		
ἄδειαν	a-s---fa-	ἄδεια	^5	wiktionary
ἀδείμαντος	n-s---mg-	ἀδείμαντος		
ἀδειμάντωι	a-s---md-	ἀδειμάντωι		
ἀδειμάντων	a-p---mg-	ἀδειμάντων		
ἀδέλφ’	n-p---na-	ἀδέλφ		
ἀδελφαῖν	v--pna---	ἀδελφαῖν	^1	wiktionary
ἀδελφάν	n-s---ma-	ἀδελφάν	_6	ifthimos
ἀδελφέ	u--------	ἀδελφέ	^1	wiktionary
ἀδελφεαί	n-p---fn-	ἀδελφεαί		
ἀδελφεὰνἌρτεμιν	v--pna---	ἀδελφεὰνἌρτεμιν	^14	breve_ultima
ἀδελφαί	n-p---fn-	ἀδελφή	^1	wiktionary
ἀδελφαὶ	n-p---fn-	ἀδελφή	^1	hypotactic,barytone
ἀδελφάς	n-p---fa-	ἀδελφή	_6	wiktionary
ἀδελφὰς	n-p---fa-	ἀδελφή	_6	ifthimos,barytone
ἀδελφή	u--------	ἀδελφή	^1	wiktionary
ἀδελφή	n-s---fn-	ἀδελφή	^1	wiktionary
ἀδελφή	n-s---fv-	ἀδελφή	^1	wiktionary
ἀδελφή	n-s---fa-	ἀδελφή	^1	wiktionary
ἀδελφὴ	n-s---fa-	ἀδελφή	^1	barytone
ἀδελφὴ	n-s---fn-	ἀδελφή	^1	barytone
ἀδελφῇ	n-s---fd-	ἀδελφή	^1	wiktionary
ἀδελφήν	n-s---fa-	ἀδελφή	^1	wiktionary
ἀδελφὴν	n-s---fa-	ἀδελφή	^1	barytone
ἀδελφῆς	n-s---fg-	ἀδελφή	^1	wiktionary
ἀδελφῆι	n-p---fd-	ἀδελφῆι		
ἀδελφῆι	n-s---fd-	ἀδελφῆι		
ἀδελφῆι	n-p---fv-	ἀδελφῆι		
ἀδελφοῖν	u--------	ἀδελφοῖν	^1	wiktionary
ἀδελφόν	n-s---ma-	ἀδελφόν	^1	wiktionary
ἀδελφά	a-p---na-	ἀδελφός	^1_6	wiktionary
ἀδελφὰ	a-p---na-	ἀδελφός	^1_6	barytone
ἀδελφαῖς	a-p---fd-	ἀδελφός	^1	wiktionary
ἀδελφέ	n-s---mv-	ἀδελφός	^1	wiktionary
ἀδελφὲ	n-s---mv-	ἀδελφός	^1	barytone
ἀδελφεόν	n-s---ma-	ἀδελφός	^1	wiktionary
ἀδελφεῶν	n-p---mg-	ἀδελφός	^1	wiktionary
ἀδελφοί	n-p---mn-	ἀδελφός	^1	wiktionary
ἀδελφοὶ	n-p---mn-	ἀδελφός	^1	barytone
ἀδελφοῖν	n-d---mg-	ἀδελφός	^1	wiktionary
ἀδελφόν	n-s---ma-	ἀδελφός	^1	wiktionary
ἀδελφὸν	n-s---ma-	ἀδελφός	^1	hypotactic,barytone
ἀδελφός	n-s---mn-	ἀδελφός	^1	wiktionary
ἀδελφὸς	n-s---mn-	ἀδελφός	^1	hypotactic,barytone
ἀδελφοῦ	n-s---mg-	ἀδελφός	^1	wiktionary
ἀδελφούς	n-p---ma-	ἀδελφός	^1	wiktionary
ἀδελφοὺς	n-p---ma-	ἀδελφός	^1	barytone
ἀδελφώ	n-s---md-	ἀδελφός	^1	wiktionary
ἀδελφώ	n-d---mn-	ἀδελφός	^1	wiktionary
ἀδελφὼ	n-s---md-	ἀδελφός	^1	barytone
ἀδελφὼ	n-d---mn-	ἀδελφός	^1	barytone
ἀδελφῷ	n-s---md-	ἀδελφός	^1	wiktionary
ἀδελφῶν	a-p---mg-	ἀδελφός	^1	wiktionary
ἀδελφῶν	n-p---mg-	ἀδελφός	^1	wiktionary
ἀδελφῶι	n-s---md-	ἀδελφῶι		
ἀδέρκτων	a-p---ng-	ἀδέρκτων		
ἀδέρκτως	d--------	ἀδέρκτως		
ἄδεσμον	n-s---ma-	ἄδεσμος		
Ἀδεύης	n-s---mn-	Ἀδεύης		
ἄδηλον	a-s---ma-	ἄδη	^1	wiktionary
ἀδηλοῦμεν	v1ppia---	ἀδηλέω		
ἀδήλοις	a-p---fd-	ἀδήλοις	^1	wiktionary
ἄδηλα	a-p---na-	ἄδηλος	^1^5	wiktionary
ἄδηλον	a-s---fa-	ἄδηλος	^1	wiktionary
ἄδηλον	a-s---nn-	ἄδηλος	^1	wiktionary
ἄδηλον	a-s---na-	ἄδηλος	^1	wiktionary
ἀδήλῳ	a-s---fd-	ἄδηλος	^1	wiktionary
ἀδήλων	a-p---mg-	ἄδηλος	^1	wiktionary
ἀδήλωι	a-s---fd-	ἀδήλωι		
ἄδην	d--------	ἄδην	^1	hypotactic
ἅδην	n-s---ma-	ἅδην	^1	hypotactic
ἅδην	d--------	ἅδην	^1	hypotactic
ἀδῇον	a-s---fa-	ἀδῇος		
ἀδήριτον	a-s---nn-	ἀδήριτος	^1^5	hypotactic
Ἅιδα	n-s---mg-	ᾅδης	^4	nominal
Ἀΐδαν	n-s---ma-	ᾅδης		
Ἅιδῃ	n-s---md-	ᾅδης		
Ἅιδην	n-s---ma-	ᾅδης		
Ἅιδης	n-s---fg-	ᾅδης		
Ἅιδης	n-s---mn-	ᾅδης		
Ἄιδος	n-s---mg-	ᾅδης		
Ἅιδου	n-s---mg-	ᾅδης		
ἀδηφάγον	a-s---fa-	ἀδηφάγος	^1^5	wiktionary
ἄδικον	a-s---fa-	ἄδι	^1^3	hypotactic
ἄδικ’	a-p---na-	ἄδικ		
ἠδικημένη	v-srpefn-	ἀδικάω	^3	wiktionary
ἀδικεῖν	v--pna---	ἀδικεῖν	^3	wiktionary
ἀδικεῖ	v3spia---	ἀδικέω	^1^3	hypotactic
ἀδικεῖν	v--pna---	ἀδικέω	^3	wiktionary
ἀδικεῖς	v2spia---	ἀδικέω	^3	wiktionary
ἀδικοίης	v2spoa---	ἀδικέω	^3	wiktionary
ἀδικουμένη	v-sppefn-	ἀδικέω	^3	wiktionary
ἀδικουμένοις	v-pppemd-	ἀδικέω		
ἀδικουμένους	v-pppema-	ἀδικέω		
ἀδικοῦσα	v-sppafn-	ἀδικέω	^3^8	wiktionary
ἀδικῶν	v-sppamn-	ἀδικέω	^1^3	hypotactic
ἠδίκει	v3siia---	ἀδικέω	^3	wiktionary
ἠδίκουν	v3piia---	ἀδικέω	^3	wiktionary
ἀδίκημα	n-s---nn-	ἀδίκημα	^1^3^7	wiktionary
ἀδικήσηι	v3saoa---	ἀδικήσηι		
ἀδικίαι	n-p---fn-	ἀδικία		
ἀδικίαις	n-p---fd-	ἀδικία		
ἀδικίαν	n-s---fa-	ἀδικία		
ἀδικίας	n-p---fa-	ἀδικία	_6	ifthimos
ἀδικηθῶ	v1sasp---	ἀδικόη	^3	wiktionary
ἀδικοίημεν	v1ppoa---	ἀδικοίημεν	^3	wiktionary
ἀδίκοις	a-p---md-	ἀδίκος	^1^3	hypotactic
ἄδικα	a-p---na-	ἄδικος	^5	wiktionary
ἄδικοι	a-p---mn-	ἄδικος		
ἄδικον	a-s---ma-	ἄδικος	^1^3	hypotactic
ἄδικον	a-s---nn-	ἄδικος	^1^3	hypotactic
ἄδικον	a-s---na-	ἄδικος	^1^3	hypotactic
ἄδικος	a-s---mn-	ἄδικος	^1^3	hypotactic
ἄδικος	a-s---fn-	ἄδικος	^1^3	hypotactic
ἀδίκους	a-p---ma-	ἄδικος	^1^3	hypotactic
ἀδίκους	a-p---fa-	ἄδικος	^1^3	hypotactic
ἀδίκων	v-sppamn-	ἄδικος	^1^3	hypotactic
ἀδίκων	a-p---ng-	ἄδικος	^1^3	hypotactic
ἀδίκων	a-p---mg-	ἄδικος	^1^3	hypotactic
ἀδίκως	d--------	ἄδικος	^1^3	hypotactic
ἀδικώτατοι	a-p---mvs	ἄδικος		
ἀδίκου	a-s---mg-	ἀδίκου	^1^3	hypotactic
ἀδικούμεθ’	v1ppie---	ἀδικούμεθ		
ἀδικούμεσθα	v1ppie---	ἀδικούμεσθα	^11	breve_ultima
ἀδικοῦντα	v-sppama-	ἀδικοῦντά	^9	breve_ultima
ἀδινῶν	a-p---mg-	ἀδινής	^1^3	hypotactic
ἅδιστος	a-s---fn-	ἅδιστος		
Ἄδμηθ’	a-s---mv-	Ἄδμηθ		
Ἄδμητ’	a-s---mv-	Ἄδμητ		
Ἄδμητ’	n-s---mv-	Ἄδμητ		
ἀδμήταν	a-s---fa-	ἀδμήταν		
Ἀδμήτει’	n-s---mv-	Ἀδμήτει		
